chr,start,end,strand,symbol,perc_meth.NGO,perc_meth.GVO
chr1,140864297,141072619,+,Dennd1b,0.01224246,0.77360769
chr1,141094830,141273653,-,Crb1,0.008192009,0.470820393
chr1,141276028,141299429,+,4933436E23Rik,0.007272727,0.335306781
chr1,141318959,141349584,+,Zbtb41,0.013103448,0.784559048
chr1,141351349,141390665,+,Aspm,0.024785802,0.768156425
chr1,141398283,141420333,+,F13b,0.01635514,0.16016016
chr1,141443640,141456799,-,Cfhr1,0.014705882,0.042826552
chr1,14159038,14300280,-,Eya1,0.010135135,0.8179197
chr1,14159038,14300280,-,Eya1,0.010135135,0.8179197
chr1,14159038,14300280,-,Eya1,0.010135135,0.8179197
chr1,14159038,14300280,-,Eya1,0.010135135,0.8179197
chr1,141594495,141677816,-,Gm4788,0.087216249,0.280560043
chr1,141594495,141677816,-,Gm4788,0.087216249,0.280560043
chr1,141594495,141677816,-,Gm4788,0.087216249,0.280560043
chr1,141594495,141677816,-,Gm4788,0.087216249,0.280560043
chr1,141594495,141677816,-,Gm4788,0.087216249,0.280560043
chr1,141594495,141677816,-,Gm4788,0.087216249,0.280560043
chr1,141594495,141677816,-,Gm4788,0.087216249,0.280560043
chr1,141594495,141677816,-,Gm4788,0.087216249,0.280560043
chr1,141594495,141677816,-,Gm4788,0.087216249,0.280560043
chr1,141706868,141755276,-,Cfhr2,0.032473734,0.554886522
chr1,141982431,142079988,-,Cfh,0.013486177,0.283807829
chr1,142142833,142506838,+,Kcnt2,0.037305578,0.118454001
chr1,142466752,142552979,-,4930590L20Rik,0.00983405,0.089285714
chr1,145454628,145549814,-,Cdc73,0.010166359,0.874137667
chr1,145487826,145497067,+,B3galt2,0.019337017,0.974169742
chr1,145586478,145596808,+,Glrx2,0.009892086,0.198780488
chr1,145586697,145596808,+,Glrx2,0.009146341,0.23776908
chr1,145586744,145596808,+,Glrx2,0.009355509,0.243121561
chr1,145587576,145596808,+,Glrx2,0.010884354,0.305643627
chr1,145597920,145624181,-,Trove2,0.010404624,0.721962617
chr1,145624407,145654596,+,Uchl5,0.01,0.621801612
chr1,145624407,145654596,+,Uchl5,0.01,0.621801612
chr1,145624407,145654596,+,Uchl5,0.01,0.621801612
chr1,145624407,145654596,+,Uchl5,0.01,0.621801612
chr1,145846467,145851279,-,Rgs2,0.002267574,0.446035242
chr1,145985796,146024502,-,Rgs13,0.012782694,0.043792325
chr1,146091798,146096234,-,Rgs1,0.009090909,0.023569024
chr1,146599970,146622551,-,Rgs18,0.01305483,0.07912844
chr1,14743428,14746047,-,Msc,0.005102041,0.00815047
chr1,148342795,148749602,+,Fam5c,0.01792543,0.254879323
chr1,148344816,148749602,+,Fam5c,0.018016929,0.25877291
chr1,14862728,14908943,-,Trpa1,0.015177066,0.866469719
chr1,151676751,151808414,-,Pla2g4a,0.009525521,0.063461871
chr1,151923790,151946896,-,7530420F21Rik,0.08013544,0.114663727
chr1,151947253,151955142,+,Ptgs2,0.008080808,0.202586207
chr1,152166546,152181036,+,Pdc,0.008944544,0.049877351
chr1,152166546,152181036,+,Pdc,0.008944544,0.049877351
chr1,152166546,152181036,+,Pdc,0.008944544,0.049877351
chr1,152166546,152181036,+,Pdc,0.008944544,0.049877351
chr1,152167810,152193901,-,2310030A07Rik,0.01001001,0.052348993
chr1,152208440,152240185,-,BC003331,0.007764836,0.783567134
chr1,152208440,152240185,-,BC003331,0.007764836,0.783567134
chr1,152208440,152240185,-,BC003331,0.007764836,0.783567134
chr1,152208440,152240185,-,BC003331,0.007764836,0.783567134
chr1,152239967,152297065,+,Tpr,0.008637503,0.668717528
chr1,152296541,152313295,-,Prg4,0.006711409,0.197765363
chr1,152296541,152313295,-,Prg4,0.006711409,0.197765363
chr1,152296541,152313295,-,Prg4,0.006711409,0.197765363
chr1,152296541,152313295,-,Prg4,0.006711409,0.197765363
chr1,152409631,152840565,-,Hmcn1,0.022141612,0.108090469
chr1,152985163,152991225,+,C730036E19Rik,0.014159292,0.984063745
chr1,15302532,15704295,+,Kcnb2,0.019474339,0.56460265
chr1,153191627,153203928,+,Ivns1abp,0.007563025,0.346072931
chr1,153191627,153211575,+,Ivns1abp,0.009334163,0.464527027
chr1,153191627,153211575,+,Ivns1abp,0.009334163,0.464527027
chr1,153191627,153211575,+,Ivns1abp,0.009334163,0.464527027
chr1,153191627,153211575,+,Ivns1abp,0.009334163,0.464527027
chr1,153214828,153275565,-,Swt1,0.016211604,0.791950224
chr1,153275777,153305313,+,Trmt1l,0.010166359,0.754852321
chr1,153316535,153347953,-,Rnf2,0.002753557,0.688913816
chr1,153418502,153566477,+,Fam129a,0.007476105,0.020099837
chr1,153602503,153669458,+,Edem3,0.006900212,0.831812577
chr1,153731653,153937450,-,1700025G04Rik,0.013806157,0.477444707
chr1,154217865,154233812,-,Tsen15,0.01285347,0.479153303
chr1,154246996,154357825,+,Glt25d2,0.016363636,0.395222447
chr1,154364659,154472241,-,Rgl1,0.009355509,0.363124465
chr1,154597680,154604674,+,Apobec4,0.011904762,0.17877551
chr1,154613671,154622710,+,Arpc5,0.01459144,0.481006865
chr1,154655019,154684120,+,Ncf2,0.010412328,0.532412735
chr1,154684124,154725298,-,Smg7,0.006305833,0.913011517
chr1,154684124,154749776,-,Smg7,0.007992008,0.812480352
chr1,154684124,154749776,-,Smg7,0.007992008,0.812480352
chr1,154684124,154749776,-,Smg7,0.007992008,0.812480352
chr1,154684124,154749776,-,Smg7,0.007992008,0.812480352
chr1,154802230,154966391,+,Nmnat2,0.01453167,0.305961469
chr1,154969885,155033577,-,Lamc2,0.008092287,0.846190628
chr1,155066051,155179916,-,Lamc1,0.011535134,0.805995225
chr1,155251315,155261363,-,E330020D12Rik,0.00622665,0.018954248
chr1,155272338,155299704,+,Shcbp1l,0.014778325,0.336218768
chr1,155302887,155334790,-,Dhx9,0.006644518,0.607075174
chr1,155350145,155396844,-,Npl,0.009003415,0.031182016
chr1,155500166,155544795,+,Rgs8,0.008595219,0.041476985
chr1,155568369,155584959,-,C230024C17Rik,0.007092199,0.153967752
chr1,155587482,155592598,+,Rgs16,0.013580247,0.038095238
chr1,155596555,155611351,+,Rnasel,0.009666081,0.020512821
chr1,155626516,155691271,-,Rgsl1,0.010902153,0.839648927
chr1,155696671,155698325,-,5830403L16Rik,0.027777778,0.013779528
chr1,155721474,155724001,+,Gm5531,0.018867925,0.032941176
chr1,155738775,155740190,+,Teddm1,0.011111111,0.041984733
chr1,155747074,155756844,+,Glul,0.012820513,0.604892086
chr1,156048316,156052804,+,Zfp648,0.002512563,0.024613623
chr1,156088650,156104036,-,4930452N14Rik,0.012847966,0.040429043
chr1,156239648,156573050,-,Cacna1e,0.014180672,0.823214679
chr1,156943496,156946766,-,Ier5,0.003448276,0.00663075
chr1,156975007,156993910,-,Mr1,0.010779436,0.024786672
chr1,157005832,157050647,+,Stx6,0.010967099,0.692844677
chr1,157122786,157264574,-,Xpr1,0.009913454,0.849962434
chr1,157405249,157419417,+,Acbd6,0.021081577,0.326440827
chr1,157405249,157434924,+,Acbd6,0.017359285,0.57883871
chr1,157405249,157534363,+,Acbd6,0.013896312,0.766033563
chr1,157548823,157589157,-,Lhx4,0.00556545,0.017012124
chr1,157625284,157660029,-,Qsox1,0.008832459,0.805888622
chr1,157625284,157660029,-,Qsox1,0.008832459,0.805888622
chr1,157625284,157660029,-,Qsox1,0.008832459,0.805888622
chr1,157625284,157660029,-,Qsox1,0.008832459,0.805888622
chr1,157692093,157820385,-,Cep350,0.008619409,0.835976979
chr1,157851728,157881947,-,Tor1aip1,0.008647313,0.968282466
chr1,157851728,157883610,-,Tor1aip1,0.0083022,0.650869826
chr1,157851728,157883610,-,Tor1aip1,0.0083022,0.650869826
chr1,157851728,157883610,-,Tor1aip1,0.0083022,0.650869826
chr1,157851728,157883610,-,Tor1aip1,0.0083022,0.650869826
chr1,157882793,157915989,+,Tor1aip2,0.009022014,0.708374223
chr1,157882856,157900866,+,Tor1aip2,0.008333333,0.614356292
chr1,157883165,157900866,+,Tor1aip2,0.009546539,0.73198747
chr1,157887990,157900866,+,Tor1aip2,0.011435832,0.979544126
chr1,157887990,157900866,+,Tor1aip2,0.011435832,0.979544126
chr1,157887990,157900866,+,Tor1aip2,0.011435832,0.979544126
chr1,157887990,157900866,+,Tor1aip2,0.011435832,0.979544126
chr1,157923095,158135156,-,Fam163a,0.026306914,0.128710557
chr1,15795738,15833510,+,Terf1,0.076569678,0.712629191
chr1,158185425,158233479,-,Tdrd5,0.011727912,0.899004841
chr1,158240865,158258166,+,Nphs2,0.007366483,0.463624623
chr1,158358238,158404459,-,Soat1,0.013622463,0.8212
chr1,15843942,15882803,-,Sbspon,0.03027027,0.766089965
chr1,158488917,158579750,+,Abl2,0.011306314,0.881465867
chr1,158488917,158579750,+,Abl2,0.011306314,0.881465867
chr1,158488917,158579750,+,Abl2,0.011306314,0.881465867
chr1,158488917,158579750,+,Abl2,0.011306314,0.881465867
chr1,158583747,158604470,-,Tor3a,0.00761035,0.257348138
chr1,158608701,158649041,-,Fam20b,0.014447884,0.807793345
chr1,158734296,158869518,-,Ralgps2,0.023678546,0.843141745
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158734296,158869757,-,Ralgps2,0.023141655,0.829821992
chr1,158769153,158791209,+,Angptl1,0.00729927,0.954854891
chr1,159029278,159038776,-,Tex35,0.010719755,0.422058824
chr1,159065313,159342726,-,Rasal2,0.011635789,0.836168941
chr1,159342482,159350367,+,2810025M15Rik,0.005442177,0.37020649
chr1,159388712,159418864,+,BC026585,0.019181586,0.951978486
chr1,159436926,159498555,+,Sec16b,0.007093636,0.868982579
chr1,159436926,159498555,+,Sec16b,0.007093636,0.868982579
chr1,159436926,159498555,+,Sec16b,0.007093636,0.868982579
chr1,159436926,159498555,+,Sec16b,0.007093636,0.868982579
chr1,159456300,159498555,+,Sec16b,0.00701459,0.965190795
chr1,160175399,160286391,-,Fam5b,0.014667106,0.06860802
chr1,160292434,160621917,+,Astn1,0.007751401,0.344402433
chr1,160292434,160621917,+,Astn1,0.007751401,0.344402433
chr1,160292434,160621917,+,Astn1,0.007751401,0.344402433
chr1,160292434,160621917,+,Astn1,0.007751401,0.344402433
chr1,160435755,160435864,+,Mir488,0,0.047619048
chr1,16056059,16083122,-,4930444P10Rik,0.014150943,0.396580484
chr1,160641861,160887569,-,Pappa2,0.015543501,0.398787879
chr1,16091375,16094514,-,Rpl7,0.007194245,0.365656566
chr1,16095962,16122631,+,Rdh10,0.008648649,0.764978214
chr1,161162456,161277711,+,Rfwd2,0.011146497,0.850028539
chr1,161270437,161270555,+,Scarna3a,0,1
chr1,161270488,161270554,+,Mir1843b,0,1
chr1,161453899,161855053,+,Tnr,0.008693505,0.043443225
chr1,161974510,162002913,+,4930523C07Rik,0.005565863,0.051508686
chr1,161974510,162008717,+,4930523C07Rik,0.006542526,0.06279509
chr1,162004865,162008049,-,4930562F07Rik,0.014084507,0.102384292
chr1,162004865,162008116,-,4930562F07Rik,0.014084507,0.102384292
chr1,162015162,162083706,-,Tnn,0.007724894,0.472913076
chr1,162125390,162131317,+,Mrps14,0.008517888,0.514843087
chr1,162132497,162143023,-,Cacybp,0.011827957,0.471728595
chr1,162149304,162281702,-,Rabgap1l,0.01029552,0.659612157
chr1,162186702,162723069,-,Rabgap1l,0.012146462,0.609248686
chr1,16218890,16509383,-,Stau2,0.033189764,0.826053732
chr1,16218890,16509383,-,Stau2,0.033189764,0.826053732
chr1,16218890,16509383,-,Stau2,0.033189764,0.826053732
chr1,16218890,16509383,-,Stau2,0.033189764,0.826053732
chr1,162506798,162507884,-,Gpr52,0.02962963,0.52233677
chr1,162836541,162905107,+,Rc3h1,0.010405454,0.818391212
chr1,162908736,162933145,+,Serpinc1,0.006585136,0.785312007
chr1,162947886,162964390,-,Zbtb37,0.007360673,0.766259169
chr1,162965296,162968668,+,Gas5,0.003731343,0.509191176
chr1,162968222,162968287,+,Snord47,0,1
chr1,162970743,163000763,-,Dars2,0.014515293,0.850517891
chr1,163001022,163016474,+,Cenpl,0.014799154,0.560687433
chr1,163001022,163016474,+,Cenpl,0.014799154,0.560687433
chr1,163001022,163016474,+,Cenpl,0.014799154,0.560687433
chr1,163001022,163016474,+,Cenpl,0.014799154,0.560687433
chr1,163018508,163061610,-,Klhl20,0.009067358,0.82212916
chr1,163072842,163100638,+,Ankrd45,0.030661646,0.03706604
chr1,163086973,163089445,-,4930469G21Rik,0.008810573,0.025462963
chr1,163170242,163181297,-,Prdx6,0.004291845,0.313014211
chr1,163325568,163348337,+,Tnfsf4,0.011935209,0.031758327
chr1,163424787,163435421,+,Tnfsf18,0.010335917,0.046052632
chr1,163710822,163718626,-,Fasl,0.004219409,0.022813688
chr1,163710822,163718626,-,Fasl,0.004219409,0.022813688
chr1,163710822,163718626,-,Fasl,0.004219409,0.022813688
chr1,163710822,163718626,-,Fasl,0.004219409,0.022813688
chr1,163746242,163806792,-,Suco,0.007514761,0.749438202
chr1,163872219,163899279,-,4930558K02Rik,0.009957326,0.107802875
chr1,163872219,163909767,-,4930558K02Rik,0.010837849,0.19017341
chr1,163899318,163903566,+,Pigc,0.01532567,0.429360695
chr1,163899318,163903566,+,Pigc,0.01532567,0.429360695
chr1,163899318,163903566,+,Pigc,0.01532567,0.429360695
chr1,163899318,163903566,+,Pigc,0.01532567,0.429360695
chr1,163917432,164408161,-,Dnm3,0.010123034,0.895369169
chr1,163920353,164408165,-,Dnm3,0.010156066,0.894848364
chr1,163935099,163946616,+,2810442N19Rik,0.004854369,0.974146341
chr1,164147753,164155681,+,Dnm3os,0.008264463,0.968406593
chr1,164147944,164148054,+,Mir199a-2,0,0.931506849
chr1,164153498,164153608,+,Mir214,0.142857143,1
chr1,164463802,164478476,-,Mettl13,0.011757426,0.896152811
chr1,164500958,164529209,+,Vamp4,0.011668611,0.780645161
chr1,164569280,164579825,+,Myoc,0.011866235,0.960891089
chr1,164577373,164588350,-,7420461P10Rik,0.012972973,0.766666667
chr1,164601915,164670687,-,Prrc2c,0.012661871,0.734877384
chr1,164724013,164742680,-,Fmo4,0.013457557,0.431651151
chr1,164759691,164796679,-,Fmo1,0.034722222,0.076773296
chr1,164805177,164828843,-,Fmo2,0.011918951,0.021633151
chr1,164846681,164867356,-,Fmo6,0.011600928,0.330410959
chr1,164883930,164914622,-,Fmo3,0.088957055,0.811023622
chr1,164954432,165015801,-,Mroh9,0.013800425,0.074064381
chr1,165175249,165243781,-,Prrx1,0.0100679,0.101692963
chr1,165175249,165243781,-,Prrx1,0.0100679,0.101692963
chr1,165175249,165243781,-,Prrx1,0.0100679,0.101692963
chr1,165175249,165243781,-,Prrx1,0.0100679,0.101692963
chr1,165185407,165243781,-,Prrx1,0.009943906,0.100738665
chr1,16530868,16609419,-,Ube2w,0.015372168,0.674216028
chr1,165315039,165333772,-,Gorab,0.003696858,0.693953488
chr1,16558754,16609419,-,Ube2w,0.016734694,0.655277281
chr1,16558754,16609419,-,Ube2w,0.016734694,0.655277281
chr1,16558754,16609419,-,Ube2w,0.016734694,0.655277281
chr1,16558754,16609419,-,Ube2w,0.016734694,0.655277281
chr1,16558754,16609419,-,Ube2w,0.016734694,0.655277281
chr1,16558754,16609419,-,Ube2w,0.016734694,0.655277281
chr1,16558754,16609419,-,Ube2w,0.016734694,0.655277281
chr1,16558754,16609419,-,Ube2w,0.016734694,0.655277281
chr1,16558754,16609419,-,Ube2w,0.016734694,0.655277281
chr1,165633123,165655363,-,Mettl11b,0.019607843,0.124604681
chr1,165709809,165847231,+,Kifap3,0.031880062,0.839821744
chr1,165860194,165885257,+,Scyl3,0.009512938,0.768118699
chr1,165884138,165924912,-,BC055324,0.006666667,0.705585181
chr1,165925075,165927374,+,Mettl18,0.011363636,0.107962213
chr1,165978364,165987808,+,Sele,0.01003009,0.037365717
chr1,165992206,166010916,+,Sell,0.006369427,0.016569637
chr1,165992206,166010916,+,Sell,0.006369427,0.016569637
chr1,165992206,166010916,+,Sell,0.006369427,0.016569637
chr1,165992206,166010916,+,Sell,0.006369427,0.016569637
chr1,166045394,166080157,+,Selp,0.013491415,0.548462894
chr1,166078706,166082348,-,Gm16548,0.004032258,0.348171701
chr1,166081989,166150405,+,F5,0.007806598,0.405475572
chr1,166179176,166195516,+,Slc19a2,0.012133468,0.268902038
chr1,166179176,166195516,+,Slc19a2,0.012133468,0.268902038
chr1,166179176,166195516,+,Slc19a2,0.012133468,0.268902038
chr1,166179176,166195516,+,Slc19a2,0.012133468,0.268902038
chr1,166205728,166217978,+,4930455F23Rik,0.006930693,0.827289211
chr1,166219930,166237615,-,Blzf1,0.010678871,0.697701149
chr1,166219930,166237615,-,Blzf1,0.010678871,0.697701149
chr1,166219930,166237615,-,Blzf1,0.010678871,0.697701149
chr1,166219930,166237615,-,Blzf1,0.010678871,0.697701149
chr1,166219930,166237615,-,Blzf1,0.010678871,0.697701149
chr1,166219930,166237615,-,Blzf1,0.010678871,0.697701149
chr1,166219930,166237615,-,Blzf1,0.010678871,0.697701149
chr1,166219930,166237615,-,Blzf1,0.010678871,0.697701149
chr1,166219930,166237615,-,Blzf1,0.010678871,0.697701149
chr1,166237805,166279566,+,Nme7,0.012998267,0.422019655
chr1,166237805,166367427,+,Nme7,0.014245965,0.702492129
chr1,16632845,16646946,-,Tceb1,0.011795544,0.484719261
chr1,166367397,166388486,-,Atp1b1,0.008237822,0.614824843
chr1,16647632,16652359,+,D030040B21Rik,0.006329114,0.032581454
chr1,16655271,16668356,+,Tmem70,0.018461538,0.50246969
chr1,16655271,16668356,+,Tmem70,0.018461538,0.50246969
chr1,16655271,16668356,+,Tmem70,0.018461538,0.50246969
chr1,16655271,16668356,+,Tmem70,0.018461538,0.50246969
chr1,166726862,166754397,+,Dpt,0.005977286,0.048820179
chr1,16678536,16699686,+,Ly96,0.081589958,0.706793207
chr1,16678536,16699686,+,Ly96,0.081589958,0.706793207
chr1,16678536,16699686,+,Ly96,0.081589958,0.706793207
chr1,16678536,16699686,+,Ly96,0.081589958,0.706793207
chr1,166793251,166801569,+,Gm20743,0.00955414,0.043656207
chr1,166861778,166865641,-,Xcl1,0.022026432,0.180365297
chr1,166996747,167022061,-,4930568G15Rik,0.051778243,0.08857868
chr1,167067983,167090904,-,Tbx19,0.008684325,0.355134474
chr1,167104471,167124564,-,Sft2d2,0.009018568,0.734409391
chr1,167142416,167167089,-,Tiprl,0.010989011,0.634502104
chr1,167225896,167251982,+,Gpr161,0.010670732,0.021783653
chr1,167259631,167390594,-,Dcaf6,0.020934959,0.755920398
chr1,167391338,167411345,+,Mpc2,0.006257822,0.554291133
chr1,167415313,167506904,+,Adcy10,0.009966777,0.227198991
chr1,167522311,167564672,-,Mpzl1,0.010797151,0.809588268
chr1,167522311,167564672,-,Mpzl1,0.010797151,0.809588268
chr1,167522311,167564672,-,Mpzl1,0.010797151,0.809588268
chr1,167522311,167564672,-,Mpzl1,0.010797151,0.809588268
chr1,167579075,167638225,-,Rcsd1,0.012310939,0.237037037
chr1,167579075,167638225,-,Rcsd1,0.012310939,0.237037037
chr1,167579075,167638225,-,Rcsd1,0.012310939,0.237037037
chr1,167579075,167638225,-,Rcsd1,0.012310939,0.237037037
chr1,167693910,167705435,+,Creg1,0.009272468,0.343053645
chr1,167718811,167792243,+,Cd247,0.00936303,0.065072698
chr1,167718811,167797567,+,Cd247,0.008975928,0.0961407
chr1,167718811,167801284,+,Cd247,0.00881463,0.121089504
chr1,167718811,167801284,+,Cd247,0.00881463,0.121089504
chr1,167718811,167801284,+,Cd247,0.00881463,0.121089504
chr1,167718811,167801284,+,Cd247,0.00881463,0.121089504
chr1,167718811,167801284,+,Cd247,0.00881463,0.121089504
chr1,167718811,167801284,+,Cd247,0.00881463,0.121089504
chr1,167718811,167801284,+,Cd247,0.00881463,0.121089504
chr1,167718811,167801284,+,Cd247,0.00881463,0.121089504
chr1,167718811,167801284,+,Cd247,0.00881463,0.121089504
chr1,167795284,167865079,-,Pou2f1,0.009797297,0.832430658
chr1,167795284,167865079,-,Pou2f1,0.009797297,0.832430658
chr1,167795284,167865079,-,Pou2f1,0.009797297,0.832430658
chr1,167795284,167865079,-,Pou2f1,0.009797297,0.832430658
chr1,167795284,167932765,-,Pou2f1,0.011233919,0.705169492
chr1,167795284,167932765,-,Pou2f1,0.011233919,0.705169492
chr1,167795284,167932765,-,Pou2f1,0.011233919,0.705169492
chr1,167795284,167932765,-,Pou2f1,0.011233919,0.705169492
chr1,168028278,168058029,-,Dusp27,0.009070295,0.261156451
chr1,168028278,168058029,-,Dusp27,0.009070295,0.261156451
chr1,168028278,168058029,-,Dusp27,0.009070295,0.261156451
chr1,168028278,168058029,-,Dusp27,0.009070295,0.261156451
chr1,168060590,168096641,+,Gpa33,0.014342235,0.109337861
chr1,168131515,168168875,-,Mael,0.015544041,0.589054726
chr1,168184269,168246963,+,Ildr2,0.006887565,0.017284925
chr1,168309297,168323751,+,Tada1,0.008818342,0.555134999
chr1,168323741,168339959,-,Pogk,0.012032932,0.748458693
chr1,168323741,168339959,-,Pogk,0.012032932,0.748458693
